;;gen-17;feb-17;mar-17;apr-17;mag-17;giu-17;lug-17;ago-17;set-17;ott-17;nov-17;dic-17;gen-18;feb-18;mar-18;apr-18;mag-18;giu-18;lug-18
4;13:36; 3,04 ; 2,11 ; 2,06 ; 1,13 ; 2,99 ; 3,14 ; 3,82 ; 3,92 ; 3,38 ; 2,84 ; 2,35 ; 3,77 ; 5,69 ; 2,45 ; 5,10 ; 4,80 ; 3,63 ; 6,47 ; 10,00 
4;13:42; 2,70 ; 2,16 ; 2,21 ; 0,93 ; 2,16 ; 2,65 ; 3,92 ; 3,77 ; 3,38 ; 2,75 ; 3,48 ; 3,53 ; 5,20 ; 2,25 ; 5,00 ; 5,20 ; 3,63 ; 6,32 ; 10,00 
4;13:48; 2,50 ; 2,25 ; 1,96 ; 1,03 ; 2,94 ; 2,35 ; 4,02 ; 3,73 ; 3,19 ; 2,84 ; 3,09 ; 3,63 ; 5,39 ; 3,38 ; 4,95 ; 5,29 ; 3,28 ; 6,13 ; 10,00 
4;13:54; 2,55 ; 2,30 ; 2,11 ; 0,98 ; 2,45 ; 2,89 ; 3,77 ; 3,58 ; 2,84 ; 2,79 ; 2,75 ; 3,38 ; 5,20 ; 3,14 ; 5,64 ; 5,20 ; 3,09 ; 6,57 ; 10,00 
4;14:00; 2,55 ; 2,45 ; 1,96 ; 1,18 ; 2,75 ; 2,75 ; 3,97 ; 3,53 ; 2,55 ; 2,89 ; 2,70 ; 3,24 ; 5,05 ; 3,28 ; 5,69 ; 5,10 ; 3,14 ; 6,37 ; 10,00 
4;14:06; 2,50 ; 2,55 ; 2,40 ; 1,47 ; 2,55 ; 2,25 ; 4,22 ; 3,58 ; 2,50 ; 2,79 ; 2,55 ; 3,19 ; 5,34 ; 2,99 ; 5,05 ; 5,10 ; 3,04 ; 7,01 ; 10,00 
4;14:12; 2,25 ; 2,65 ; 2,01 ; 1,32 ; 2,75 ; 2,65 ; 4,02 ; 3,43 ; 2,45 ; 2,94 ; 3,04 ; 3,14 ; 4,80 ; 3,38 ; 4,51 ; 5,44 ; 2,94 ; 7,21 ; 10,00 
4;14:18; 3,19 ; 2,70 ; 1,96 ; 1,18 ; 2,50 ; 2,60 ; 4,12 ; 3,38 ; 3,24 ; 3,04 ; 3,04 ; 3,24 ; 5,00 ; 3,19 ; 4,41 ; 5,59 ; 2,89 ; 7,40 ; 10,00 
4;14:24; 2,79 ; 2,70 ; 1,91 ; 1,18 ; 2,75 ; 2,40 ; 4,12 ; 3,04 ; 2,70 ; 2,99 ; 2,70 ; 3,09 ; 4,80 ; 3,14 ; 4,90 ; 5,83 ; 2,75 ; 7,89 ; 10,00 
4;14:30; 2,65 ; 2,16 ; 2,06 ; 1,27 ; 2,55 ; 2,89 ; 4,17 ; 2,75 ; 2,25 ; 2,89 ; 2,25 ; 3,04 ; 4,80 ; 3,33 ; 4,80 ; 5,83 ; 2,70 ; 8,14 ; 10,00 
4;14:36; 2,45 ; 2,35 ; 1,81 ; 1,27 ; 2,65 ; 2,65 ; 4,02 ; 2,55 ; 3,14 ; 2,89 ; 3,58 ; 2,99 ; 4,75 ; 3,33 ; 4,71 ; 5,78 ; 2,70 ; 8,33 ; 10,00 
4;14:42; 2,30 ; 2,70 ; 1,47 ; 1,62 ; 2,84 ; 2,45 ; 3,92 ; 2,35 ; 2,79 ; 3,09 ; 2,70 ; 2,89 ; 4,75 ; 3,38 ; 4,07 ; 5,98 ; 2,65 ; 8,38 ; 10,00 
4;14:48; 2,84 ; 2,35 ; 1,62 ; 1,18 ; 2,25 ; 2,65 ; 3,82 ; 3,14 ; 2,60 ; 3,19 ; 2,55 ; 2,89 ; 4,51 ; 3,04 ; 4,02 ; 5,54 ; 2,50 ; 8,09 ; 10,00 
4;14:54; 2,84 ; 2,45 ; 1,62 ; 1,18 ; 3,38 ; 2,94 ; 4,02 ; 2,40 ; 2,30 ; 3,24 ; 2,60 ; 2,89 ; 4,56 ; 3,24 ; 4,31 ; 5,83 ; 2,60 ; 7,84 ; 10,00 
4;15:00; 2,50 ; 2,89 ; 1,62 ; 3,33 ; 2,70 ; 2,45 ; 3,77 ; 3,24 ; 3,38 ; 2,89 ; 2,35 ; 2,99 ; 4,36 ; 3,14 ; 4,26 ; 5,69 ; 2,89 ; 7,99 ; 10,00 
4;15:06; 2,35 ; 2,21 ; 1,23 ; 0,98 ; 2,40 ; 2,60 ; 3,73 ; 2,70 ; 2,79 ; 2,84 ; 3,38 ; 3,14 ; 4,66 ; 3,19 ; 3,82 ; 5,74 ; 2,70 ; 7,89 ; 10,00 
4;15:12; 2,30 ; 2,75 ; 1,23 ; 1,18 ; 2,70 ; 2,75 ; 3,68 ; 2,60 ; 2,35 ; 2,99 ; 2,70 ; 2,94 ; 5,00 ; 3,09 ; 3,82 ; 5,49 ; 2,75 ; 7,99 ; 10,00 
4;15:18; 3,14 ; 2,55 ; 1,08 ; 1,03 ; 3,19 ; 2,65 ; 3,58 ; 2,21 ; 2,35 ; 3,14 ; 2,55 ; 3,14 ; 4,71 ; 2,89 ; 4,02 ; 5,29 ; 2,79 ; 7,79 ; 10,00 
4;15:24; 2,84 ; 2,30 ; 0,98 ; 1,03 ; 2,35 ; 2,35 ; 3,28 ; 3,28 ; 3,38 ; 3,24 ; 2,84 ; 3,19 ; 4,75 ; 2,99 ; 4,36 ; 4,95 ; 2,40 ; 7,94 ; 10,00 
4;15:30; 2,45 ; 2,94 ; 1,03 ; 1,13 ; 3,28 ; 2,89 ; 3,43 ; 2,65 ; 3,04 ; 3,28 ; 2,84 ; 3,19 ; 4,71 ; 3,19 ; 3,73 ; 4,85 ; 2,40 ; 8,24 ; 10,00 
4;15:36; 2,79 ; 2,50 ; 0,93 ; 1,08 ; 2,55 ; 2,50 ; 3,43 ; 2,30 ; 3,09 ; 3,43 ; 2,55 ; 3,38 ; 4,61 ; 2,99 ; 2,99 ; 4,71 ; 2,60 ; 7,99 ; 10,00 
4;15:42; 2,94 ; 2,45 ; 0,93 ; 0,93 ; 2,65 ; 2,50 ; 3,19 ; 3,19 ; 3,19 ; 3,43 ; 3,53 ; 3,24 ; 4,75 ; 2,94 ; 3,04 ; 4,75 ; 2,55 ; 8,14 ; 10,00 
4;15:48; 2,65 ; 2,94 ; 0,83 ; 0,98 ; 2,94 ; 2,79 ; 3,19 ; 2,50 ; 3,04 ; 3,38 ; 2,75 ; 3,19 ; 4,61 ; 2,84 ; 4,31 ; 4,66 ; 2,35 ; 7,94 ; 10,00 
4;15:54; 2,55 ; 2,65 ; 1,03 ; 1,13 ; 2,35 ; 2,79 ; 3,09 ; 2,60 ; 3,14 ; 3,38 ; 2,60 ; 3,14 ; 4,66 ; 2,84 ; 4,12 ; 4,61 ; 3,48 ; 8,14 ; 10,00 
4;16:00; 2,45 ; 2,40 ; 0,88 ; 0,98 ; 3,19 ; 2,30 ; 3,19 ; 3,14 ; 3,04 ; 3,48 ; 2,45 ; 3,19 ; 4,31 ; 2,99 ; 4,51 ; 4,80 ; 3,09 ; 8,09 ; 10,00 
4;16:06; 2,40 ; 2,84 ; 0,93 ; 0,93 ; 2,70 ; 2,89 ; 2,89 ; 2,84 ; 3,14 ; 3,53 ; 2,94 ; 3,19 ; 4,41 ; 2,79 ; 3,97 ; 4,71 ; 2,94 ; 7,99 ; 10,00 
4;16:12; 2,89 ; 2,89 ; 1,13 ; 1,08 ; 2,50 ; 2,79 ; 3,09 ; 2,70 ; 2,94 ; 3,63 ; 2,65 ; 3,24 ; 4,26 ; 2,99 ; 4,71 ; 4,90 ; 3,09 ; 8,04 ; 10,00 
4;16:18; 2,65 ; 3,09 ; 0,98 ; 0,88 ; 2,30 ; 2,35 ; 2,99 ; 2,45 ; 2,79 ; 3,58 ; 2,50 ; 3,33 ; 4,12 ; 2,99 ; 5,10 ; 4,61 ; 2,99 ; 8,04 ; 10,00 
4;16:24; 2,70 ; 3,58 ; 1,03 ; 1,08 ; 3,33 ; 2,94 ; 2,99 ; 2,25 ; 2,65 ; 3,73 ; 3,04 ; 3,19 ; 4,17 ; 3,04 ; 5,00 ; 5,10 ; 2,65 ; 8,09 ; 10,00 
4;16:30; 2,50 ; 3,43 ; 0,93 ; 1,03 ; 2,84 ; 2,84 ; 3,04 ; 3,33 ; 2,50 ; 3,68 ; 2,50 ; 3,43 ; 3,87 ; 2,99 ; 4,51 ; 4,75 ; 2,55 ; 8,19 ; 10,00 
4;16:36; 2,45 ; 3,53 ; 1,03 ; 1,03 ; 2,60 ; 2,35 ; 3,04 ; 2,70 ; 2,79 ; 3,73 ; 2,40 ; 3,33 ; 3,92 ; 2,94 ; 4,46 ; 4,22 ; 2,50 ; 7,99 ; 10,00 
4;16:42; 2,50 ; 4,07 ; 1,08 ; 0,98 ; 2,75 ; 2,79 ; 3,09 ; 2,55 ; 2,50 ; 3,68 ; 2,30 ; 3,43 ; 3,73 ; 2,89 ; 4,61 ; 4,95 ; 3,38 ; 8,09 ; 10,00 
4;16:48; 2,30 ; 3,82 ; 1,37 ; 0,98 ; 2,79 ; 2,99 ; 3,14 ; 2,55 ; 2,40 ; 3,73 ; 3,28 ; 3,24 ; 3,33 ; 2,84 ; 3,73 ; 4,51 ; 3,09 ; 8,04 ; 10,00 
4;16:54; 3,09 ; 4,12 ; 1,42 ; 1,03 ; 2,99 ; 2,55 ; 3,38 ; 2,40 ; 3,04 ; 3,77 ; 2,50 ; 3,24 ; 3,43 ; 3,09 ; 3,82 ; 4,41 ; 2,79 ; 7,94 ; 10,00 
4;17:00; 2,84 ; 4,31 ; 1,32 ; 1,13 ; 2,94 ; 2,99 ; 3,19 ; 3,09 ; 2,30 ; 3,68 ; 3,04 ; 3,24 ; 3,09 ; 3,04 ; 4,02 ; 4,71 ; 2,60 ; 7,84 ; 10,00 
4;17:06; 2,55 ; 4,26 ; 1,67 ; 1,08 ; 2,99 ; 2,60 ; 3,14 ; 2,99 ; 3,33 ; 3,68 ; 3,04 ; 2,94 ; 3,09 ; 3,14 ; 4,56 ; 4,75 ; 2,65 ; 7,99 ; 10,00 
4;17:12; 2,40 ; 4,31 ; 1,91 ; 1,42 ; 3,09 ; 2,60 ; 3,14 ; 2,75 ; 2,70 ; 3,73 ; 2,75 ; 2,99 ; 2,99 ; 3,09 ; 4,46 ; 4,90 ; 2,30 ; 8,04 ; 10,00 
4;17:18; 3,04 ; 4,22 ; 1,96 ; 1,47 ; 3,43 ; 2,60 ; 3,14 ; 2,70 ; 2,60 ; 3,92 ; 2,45 ; 2,89 ; 3,19 ; 3,28 ; 4,22 ; 4,75 ; 3,48 ; 8,14 ; 10,00 
4;17:24; 2,99 ; 4,56 ; 2,16 ; 1,62 ; 3,53 ; 2,45 ; 3,24 ; 2,65 ; 2,60 ; 3,77 ; 2,40 ; 2,94 ; 3,14 ; 3,28 ; 4,66 ; 5,05 ; 3,04 ; 8,04 ; 9,80 
4;17:30; 2,45 ; 4,36 ; 2,65 ; 1,52 ; 3,48 ; 2,45 ; 3,14 ; 2,60 ; 2,94 ; 3,97 ; 3,43 ; 3,04 ; 3,14 ; 3,24 ; 6,03 ; 4,95 ; 2,75 ; 7,94 ; 9,90 
4;17:36; 2,60 ; 4,26 ; 2,25 ; 1,37 ; 3,68 ; 2,99 ; 3,33 ; 2,50 ; 2,55 ; 3,97 ; 2,79 ; 2,99 ; 3,14 ; 3,24 ; 5,10 ; 5,10 ; 2,75 ; 8,14 ; 9,80 
4;17:42; 2,99 ; 4,46 ; 2,45 ; 1,57 ; 3,73 ; 2,79 ; 3,19 ; 2,40 ; 2,35 ; 4,02 ; 2,65 ; 3,33 ; 3,19 ; 3,38 ; 4,75 ; 4,85 ; 2,70 ; 8,33 ; 9,95 
4;17:48; 2,60 ; 4,31 ; 1,96 ; 1,62 ; 3,73 ; 2,55 ; 3,24 ; 2,55 ; 3,04 ; 3,92 ; 2,60 ; 3,24 ; 3,38 ; 3,33 ; 4,90 ; 4,85 ; 2,79 ; 8,19 ; 10,00 
4;17:54; 2,40 ; 4,02 ; 2,50 ; 1,86 ; 3,97 ; 2,99 ; 3,28 ; 2,40 ; 2,50 ; 3,97 ; 2,35 ; 3,38 ; 3,33 ; 3,38 ; 5,00 ; 5,00 ; 2,60 ; 8,19 ; 9,80 
4;18:00; 2,40 ; 4,66 ; 2,55 ; 2,21 ; 3,87 ; 2,89 ; 3,43 ; 2,35 ; 2,35 ; 3,92 ; 3,38 ; 3,33 ; 3,33 ; 3,38 ; 5,15 ; 5,25 ; 2,79 ; 8,53 ; 9,80 
4;18:06; 3,14 ; 4,26 ; 2,16 ; 2,11 ; 3,97 ; 2,40 ; 3,38 ; 3,14 ; 3,38 ; 3,92 ; 2,75 ; 3,33 ; 3,53 ; 3,53 ; 5,15 ; 5,20 ; 2,79 ; 8,53 ; 10,00 
4;18:12; 2,84 ; 4,71 ; 2,89 ; 2,11 ; 4,12 ; 2,79 ; 3,33 ; 2,75 ; 2,75 ; 3,97 ; 2,40 ; 3,53 ; 3,68 ; 3,58 ; 5,54 ; 4,90 ; 2,79 ; 8,33 ; 10,00 
4;18:18; 2,70 ; 4,80 ; 2,25 ; 1,91 ; 3,97 ; 2,99 ; 3,53 ; 2,75 ; 2,70 ; 3,87 ; 3,68 ; 3,58 ; 3,82 ; 3,68 ; 5,49 ; 4,80 ; 2,50 ; 8,28 ; 10,00 
4;18:24; 2,84 ; 4,71 ; 2,89 ; 1,57 ; 3,97 ; 2,79 ; 3,38 ; 2,75 ; 2,50 ; 4,02 ; 2,94 ; 3,48 ; 3,92 ; 3,82 ; 5,05 ; 4,95 ; 3,09 ; 8,33 ; 10,00 
4;18:30; 2,65 ; 4,41 ; 2,21 ; 1,67 ; 4,07 ; 2,21 ; 3,43 ; 2,75 ; 2,89 ; 3,92 ; 2,75 ; 3,77 ; 4,12 ; 3,87 ; 5,39 ; 4,85 ; 3,19 ; 8,24 ; 10,00 
4;18:36; 2,60 ; 4,56 ; 2,45 ; 2,11 ; 4,36 ; 2,79 ; 3,28 ; 2,70 ; 2,60 ; 3,82 ; 2,30 ; 3,58 ; 4,36 ; 3,77 ; 5,44 ; 4,95 ; 2,84 ; 8,38 ; 9,85 
4;18:42; 2,75 ; 4,66 ; 2,94 ; 2,21 ; 4,31 ; 2,79 ; 3,63 ; 2,60 ; 2,35 ; 4,02 ; 3,33 ; 3,68 ; 4,26 ; 3,73 ; 5,29 ; 5,25 ; 3,14 ; 8,38 ; 9,90 
4;18:48; 2,84 ; 4,56 ; 2,11 ; 2,25 ; 4,17 ; 2,55 ; 3,33 ; 2,79 ; 3,38 ; 3,97 ; 2,84 ; 3,58 ; 4,51 ; 3,77 ; 4,95 ; 5,25 ; 2,99 ; 8,48 ; 9,71 
4;18:54; 2,60 ; 4,51 ; 2,79 ; 2,16 ; 4,02 ; 2,30 ; 3,24 ; 2,55 ; 2,89 ; 3,97 ; 2,55 ; 3,53 ; 4,66 ; 3,87 ; 5,25 ; 5,00 ; 2,75 ; 8,33 ; 10,00 
4;19:00; 2,50 ; 4,75 ; 2,21 ; 2,25 ; 4,02 ; 3,14 ; 3,33 ; 2,75 ; 2,84 ; 4,17 ; 2,40 ; 3,63 ; 4,75 ; 3,82 ; 5,44 ; 5,05 ; 3,14 ; 8,38 ; 9,90 
4;19:06; 2,45 ; 5,25 ; 3,24 ; 1,81 ; 4,07 ; 3,04 ; 3,38 ; 2,65 ; 2,65 ; 4,07 ; 3,33 ; 3,53 ; 4,80 ; 4,07 ; 5,00 ; 5,44 ; 2,84 ; 8,48 ; 9,95 
4;19:12; 2,50 ; 5,15 ; 2,16 ; 1,72 ; 4,17 ; 2,84 ; 3,24 ; 2,55 ; 2,45 ; 3,87 ; 2,94 ; 3,68 ; 4,85 ; 4,07 ; 5,00 ; 5,20 ; 3,04 ; 8,38 ; 10,00 
4;19:18; 2,50 ; 4,75 ; 2,35 ; 1,86 ; 4,22 ; 2,45 ; 3,28 ; 2,75 ; 2,65 ; 3,92 ; 2,75 ; 3,43 ; 5,05 ; 4,02 ; 5,44 ; 4,95 ; 3,19 ; 8,38 ; 10,00 
4;19:24; 2,75 ; 4,75 ; 2,84 ; 1,72 ; 4,31 ; 2,84 ; 3,38 ; 2,60 ; 3,14 ; 3,92 ; 2,70 ; 3,33 ; 4,90 ; 3,97 ; 5,69 ; 5,05 ; 3,09 ; 8,48 ; 10,00 
4;19:30; 2,75 ; 5,00 ; 2,30 ; 1,96 ; 4,41 ; 3,14 ; 3,33 ; 2,65 ; 2,94 ; 3,92 ; 2,55 ; 3,53 ; 4,90 ; 4,17 ; 6,13 ; 5,25 ; 3,09 ; 8,28 ; 10,00 
4;19:36; 2,55 ; 5,59 ; 2,65 ; 1,76 ; 4,22 ; 2,84 ; 3,09 ; 2,70 ; 2,79 ; 3,68 ; 2,35 ; 3,28 ; 5,15 ; 4,02 ; 5,98 ; 4,95 ; 2,99 ; 8,28 ; 9,95 
4;19:42; 2,65 ; 5,98 ; 2,40 ; 2,11 ; 4,07 ; 2,50 ; 3,09 ; 2,75 ; 2,60 ; 3,97 ; 3,24 ; 3,53 ; 5,25 ; 4,22 ; 5,20 ; 5,15 ; 3,04 ; 8,33 ; 10,00 
4;19:48; 2,65 ; 6,23 ; 2,21 ; 2,11 ; 4,26 ; 2,65 ; 3,04 ; 2,75 ; 2,50 ; 3,82 ; 2,75 ; 3,28 ; 5,34 ; 4,12 ; 6,08 ; 5,10 ; 3,24 ; 8,48 ; 10,00 
4;19:54; 2,60 ; 5,88 ; 3,04 ; 1,81 ; 4,26 ; 2,40 ; 3,09 ; 2,65 ; 2,65 ; 3,82 ; 2,65 ; 3,53 ; 5,54 ; 4,12 ; 5,78 ; 5,15 ; 2,99 ; 8,28 ; 10,00 
4;20:00; 2,65 ; 6,03 ; 2,25 ; 1,67 ; 4,02 ; 2,65 ; 2,99 ; 2,65 ; 2,65 ; 3,68 ; 2,25 ; 3,68 ; 5,54 ; 4,17 ; 5,44 ; 5,20 ; 2,70 ; 8,33 ; 10,00 
4;20:06; 2,65 ; 6,27 ; 2,30 ; 1,76 ; 4,12 ; 2,65 ; 2,89 ; 2,60 ; 2,65 ; 3,53 ; 3,14 ; 3,58 ; 5,64 ; 4,26 ; 5,69 ; 5,15 ; 2,65 ; 8,28 ; 10,00 
4;20:12; 2,60 ; 5,88 ; 2,79 ; 1,81 ; 4,31 ; 2,50 ; 3,04 ; 2,75 ; 2,50 ; 3,63 ; 2,75 ; 3,63 ; 5,39 ; 4,36 ; 5,88 ; 5,39 ; 2,55 ; 8,33 ; 10,00 
4;20:18; 2,79 ; 5,64 ; 2,30 ; 1,86 ; 4,07 ; 2,75 ; 3,09 ; 2,70 ; 2,45 ; 3,63 ; 2,75 ; 3,48 ; 5,59 ; 4,17 ; 5,88 ; 5,00 ; 2,89 ; 8,14 ; 9,90 
4;20:24; 3,19 ; 5,44 ; 2,84 ; 2,40 ; 3,87 ; 3,28 ; 3,09 ; 2,75 ; 2,60 ; 3,53 ; 3,09 ; 3,43 ; 5,44 ; 3,97 ; 6,18 ; 5,29 ; 2,89 ; 8,28 ; 10,00 
4;20:30; 2,99 ; 5,74 ; 2,21 ; 2,11 ; 4,07 ; 2,99 ; 2,99 ; 2,70 ; 2,45 ; 3,48 ; 3,09 ; 3,53 ; 5,49 ; 4,12 ; 6,23 ; 5,20 ; 2,65 ; 8,48 ; 10,00 
4;20:36; 2,84 ; 6,13 ; 2,75 ; 1,81 ; 3,97 ; 2,60 ; 3,04 ; 2,75 ; 2,45 ; 3,58 ; 2,79 ; 3,38 ; 5,49 ; 4,41 ; 6,08 ; 5,15 ; 2,65 ; 8,38 ; 10,00 
4;20:42; 2,75 ; 5,93 ; 2,50 ; 2,55 ; 3,92 ; 2,50 ; 2,94 ; 2,70 ; 2,45 ; 3,63 ; 2,79 ; 3,58 ; 5,49 ; 4,36 ; 4,80 ; 5,29 ; 2,70 ; 8,33 ; 10,00 
4;20:48; 2,65 ; 6,23 ; 2,35 ; 2,45 ; 3,73 ; 2,60 ; 2,94 ; 2,79 ; 2,60 ; 3,53 ; 2,45 ; 3,43 ; 5,49 ; 4,22 ; 6,18 ; 5,29 ; 2,79 ; 8,28 ; 10,00 
4;20:54; 2,65 ; 5,83 ; 2,70 ; 1,91 ; 3,58 ; 2,70 ; 2,94 ; 2,84 ; 2,55 ; 3,53 ; 2,55 ; 3,58 ; 5,39 ; 4,31 ; 5,78 ; 5,10 ; 2,70 ; 8,38 ; 9,85 
4;21:00; 2,70 ; 5,78 ; 2,30 ; 2,50 ; 3,43 ; 2,75 ; 2,70 ; 2,94 ; 2,55 ; 3,48 ; 2,35 ; 3,48 ; 5,74 ; 4,31 ; 5,74 ; 5,10 ; 2,75 ; 8,28 ; 9,71 
4;21:06; 2,70 ; 5,64 ; 2,89 ; 1,81 ; 3,14 ; 2,40 ; 2,84 ; 2,70 ; 2,60 ; 3,48 ; 3,48 ; 3,33 ; 5,44 ; 4,36 ; 6,13 ; 5,10 ; 2,70 ; 8,28 ; 10,00 
4;21:12; 3,09 ; 6,13 ; 2,16 ; 1,62 ; 3,24 ; 2,75 ; 2,75 ; 2,84 ; 2,60 ; 3,48 ; 2,94 ; 3,33 ; 5,64 ; 4,31 ; 6,32 ; 5,34 ; 2,79 ; 8,28 ; 9,80 
4;21:18; 2,94 ; 5,98 ; 2,75 ; 1,86 ; 2,99 ; 2,55 ; 2,84 ; 2,70 ; 2,60 ; 3,48 ; 2,70 ; 3,38 ; 5,88 ; 4,26 ; 5,98 ; 5,25 ; 2,75 ; 8,24 ; 9,75 
4;21:24; 2,84 ; 5,88 ; 2,30 ; 1,57 ; 2,70 ; 2,89 ; 2,89 ; 2,70 ; 2,99 ; 3,53 ; 2,70 ; 3,24 ; 5,69 ; 4,17 ; 5,83 ; 5,00 ; 2,60 ; 8,19 ; 9,51 
4;21:30; 2,70 ; 6,03 ; 2,60 ; 1,37 ; 2,79 ; 2,35 ; 2,89 ; 2,84 ; 3,09 ; 3,43 ; 2,45 ; 3,38 ; 5,98 ; 4,12 ; 5,49 ; 5,15 ; 2,84 ; 8,28 ; 9,90 
4;21:36; 2,89 ; 5,78 ; 2,55 ; 1,23 ; 2,60 ; 2,45 ; 2,70 ; 2,84 ; 2,89 ; 3,48 ; 2,50 ; 3,24 ; 5,64 ; 4,26 ; 5,83 ; 5,10 ; 2,94 ; 8,33 ; 9,85 
4;21:42; 2,60 ; 5,54 ; 2,60 ; 1,47 ; 2,40 ; 2,35 ; 2,65 ; 2,65 ; 2,84 ; 3,28 ; 3,04 ; 3,09 ; 5,59 ; 4,02 ; 5,39 ; 5,25 ; 2,94 ; 8,38 ; 9,80 
4;21:48; 2,75 ; 5,88 ; 2,60 ; 1,13 ; 2,45 ; 2,55 ; 2,65 ; 2,70 ; 2,79 ; 3,38 ; 3,19 ; 3,09 ; 5,74 ; 4,26 ; 5,49 ; 5,25 ; 2,79 ; 8,28 ; 9,90 
4;21:54; 2,89 ; 6,03 ; 2,60 ; 1,13 ; 2,84 ; 2,79 ; 2,65 ; 2,75 ; 2,79 ; 3,43 ; 2,70 ; 2,99 ; 5,78 ; 4,41 ; 5,93 ; 5,25 ; 3,04 ; 8,14 ; 9,85 
4;22:00; 2,89 ; 5,54 ; 2,60 ; 0,98 ; 3,43 ; 2,55 ; 2,70 ; 2,79 ; 2,75 ; 3,53 ; 2,94 ; 3,19 ; 5,54 ; 3,97 ; 5,54 ; 5,29 ; 3,14 ; 8,14 ; 9,71 
4;22:06; 3,14 ; 5,54 ; 2,30 ; 1,27 ; 2,89 ; 2,45 ; 2,79 ; 2,84 ; 2,70 ; 3,33 ; 2,75 ; 2,94 ; 5,49 ; 4,36 ; 5,64 ; 5,25 ; 3,04 ; 8,24 ; 9,75 
4;22:12; 2,94 ; 5,88 ; 2,75 ; 1,57 ; 2,75 ; 2,50 ; 2,79 ; 2,94 ; 2,79 ; 3,48 ; 2,65 ; 3,04 ; 5,64 ; 3,92 ; 6,18 ; 5,25 ; 2,84 ; 8,19 ; 9,95 
4;22:18; 2,84 ; 5,88 ; 2,21 ; 1,13 ; 2,65 ; 2,89 ; 2,70 ; 3,09 ; 2,70 ; 3,43 ; 2,35 ; 3,19 ; 5,39 ; 4,56 ; 6,52 ; 5,29 ; 3,28 ; 8,33 ; 9,71 
4;22:24; 2,89 ; 5,59 ; 3,09 ; 1,47 ; 2,55 ; 3,28 ; 2,60 ; 2,89 ; 2,70 ; 3,43 ; 2,45 ; 3,19 ; 5,74 ; 4,12 ; 6,57 ; 5,49 ; 3,24 ; 8,19 ; 9,75 
4;22:30; 2,75 ; 5,54 ; 2,25 ; 1,18 ; 2,50 ; 2,89 ; 2,60 ; 2,94 ; 2,30 ; 3,43 ; 2,55 ; 3,14 ; 5,54 ; 4,31 ; 5,83 ; 5,44 ; 3,28 ; 8,04 ; 9,80 
4;22:36; 2,99 ; 5,20 ; 2,99 ; 0,98 ; 2,45 ; 2,75 ; 2,79 ; 2,89 ; 3,48 ; 3,43 ; 2,70 ; 3,14 ; 5,98 ; 4,12 ; 6,52 ; 5,39 ; 2,99 ; 8,09 ; 9,85 
4;22:42; 2,94 ; 5,00 ; 2,30 ; 0,98 ; 2,50 ; 2,60 ; 2,79 ; 2,89 ; 3,19 ; 3,48 ; 2,45 ; 3,19 ; 5,64 ; 4,17 ; 6,37 ; 5,34 ; 3,33 ; 8,14 ; 9,80 
4;22:48; 2,79 ; 4,95 ; 2,50 ; 1,08 ; 2,55 ; 2,40 ; 2,65 ; 2,94 ; 3,09 ; 3,38 ; 2,70 ; 3,53 ; 5,64 ; 4,12 ; 6,08 ; 5,34 ; 3,09 ; 8,28 ; 9,90 
4;22:54; 2,84 ; 4,80 ; 2,79 ; 1,03 ; 2,70 ; 2,45 ; 2,84 ; 2,84 ; 3,04 ; 3,38 ; 2,40 ; 3,43 ; 5,64 ; 4,26 ; 6,47 ; 5,54 ; 3,28 ; 8,28 ; 10,00 
4;23:00; 2,79 ; 4,85 ; 2,35 ; 1,18 ; 2,65 ; 2,50 ; 2,65 ; 2,99 ; 2,89 ; 3,48 ; 2,65 ; 3,63 ; 5,88 ; 4,07 ; 6,37 ; 5,54 ; 3,19 ; 8,33 ; 9,95 
4;23:06; 2,99 ; 5,05 ; 2,89 ; 1,37 ; 2,75 ; 2,45 ; 2,79 ; 2,84 ; 2,89 ; 3,58 ; 2,70 ; 3,73 ; 5,74 ; 4,26 ; 6,47 ; 5,49 ; 3,33 ; 8,28 ; 9,85 
4;23:12; 2,99 ; 4,90 ; 2,25 ; 1,18 ; 2,75 ; 2,75 ; 2,84 ; 3,04 ; 2,94 ; 3,48 ; 2,70 ; 3,77 ; 5,98 ; 4,12 ; 5,98 ; 5,34 ; 3,14 ; 8,43 ; 9,80 
4;23:18; 3,04 ; 5,25 ; 2,84 ; 1,67 ; 2,84 ; 2,75 ; 2,79 ; 3,04 ; 2,89 ; 3,77 ; 2,60 ; 3,68 ; 6,03 ; 4,36 ; 6,13 ; 5,74 ; 3,24 ; 8,24 ; 9,90 
4;23:24; 3,09 ; 5,15 ; 2,35 ; 1,57 ; 3,04 ; 2,70 ; 2,75 ; 2,99 ; 2,89 ; 3,53 ; 2,79 ; 3,77 ; 5,88 ; 4,41 ; 5,54 ; 5,59 ; 3,38 ; 8,24 ; 10,00 
4;23:30; 3,04 ; 5,29 ; 2,70 ; 1,72 ; 3,19 ; 2,55 ; 2,75 ; 2,99 ; 3,04 ; 3,68 ; 2,70 ; 3,87 ; 5,69 ; 4,22 ; 5,25 ; 5,69 ; 3,43 ; 8,24 ; 10,00 
