;;gen-17;feb-17;mar-17;apr-17;mag-17;giu-17;lug-17;ago-17;set-17;ott-17;nov-17;dic-17;gen-18;feb-18;mar-18;apr-18;mag-18;giu-18;lug-18
17;19:12; 2,45 ; 2,94 ; 2,45 ; 2,16 ; 3,87 ; 2,79 ; 2,45 ; 2,89 ; 3,63 ; 2,21 ; 3,97 ; 6,27 ; 4,17 ; 4,12 ; 2,40 ; 8,43 ; 7,01 ; 8,33 ; 9,80 
17;19:18; 2,55 ; 2,84 ; 2,30 ; 2,89 ; 3,48 ; 2,84 ; 3,04 ; 2,84 ; 3,53 ; 2,99 ; 4,02 ; 5,54 ; 4,12 ; 4,07 ; 2,55 ; 8,48 ; 7,01 ; 8,53 ; 9,66 
17;19:24; 2,70 ; 2,21 ; 1,81 ; 2,11 ; 3,53 ; 2,84 ; 2,25 ; 3,24 ; 3,38 ; 2,50 ; 4,17 ; 5,05 ; 4,41 ; 3,92 ; 2,65 ; 8,53 ; 7,11 ; 8,43 ; 9,71 
17;19:30; 2,30 ; 3,14 ; 1,91 ; 2,65 ; 3,48 ; 2,79 ; 2,65 ; 3,24 ; 3,24 ; 2,60 ; 3,92 ; 5,10 ; 4,26 ; 4,12 ; 2,45 ; 8,48 ; 7,01 ; 8,38 ; 9,66 
17;19:36; 2,89 ; 2,94 ; 2,06 ; 2,11 ; 3,48 ; 2,79 ; 2,55 ; 3,19 ; 3,58 ; 2,70 ; 4,17 ; 4,56 ; 4,17 ; 4,22 ; 2,75 ; 8,53 ; 7,06 ; 8,38 ; 9,75 
17;19:42; 2,45 ; 2,21 ; 2,21 ; 2,45 ; 3,58 ; 2,65 ; 2,70 ; 3,14 ; 3,53 ; 2,60 ; 4,02 ; 5,05 ; 4,41 ; 4,17 ; 2,60 ; 8,58 ; 7,25 ; 8,43 ; 9,80 
17;19:48; 2,55 ; 2,79 ; 2,16 ; 2,75 ; 3,33 ; 2,84 ; 3,04 ; 3,19 ; 3,53 ; 2,30 ; 4,12 ; 4,80 ; 4,66 ; 4,22 ; 2,45 ; 8,63 ; 7,21 ; 8,48 ; 9,71 
17;19:54; 2,75 ; 2,16 ; 2,50 ; 2,11 ; 3,77 ; 2,84 ; 2,60 ; 3,24 ; 3,48 ; 2,79 ; 4,12 ; 4,75 ; 4,46 ; 4,12 ; 3,68 ; 8,63 ; 7,25 ; 8,63 ; 9,71 
17;20:00; 2,11 ; 2,50 ; 2,21 ; 2,84 ; 3,87 ; 2,70 ; 2,50 ; 3,28 ; 3,19 ; 2,25 ; 4,07 ; 4,61 ; 4,90 ; 4,02 ; 3,28 ; 8,63 ; 7,16 ; 8,53 ; 9,85 
17;20:06; 2,89 ; 2,84 ; 2,21 ; 2,21 ; 3,68 ; 2,70 ; 3,04 ; 3,28 ; 3,92 ; 3,04 ; 4,17 ; 5,25 ; 4,71 ; 4,07 ; 3,24 ; 8,63 ; 7,21 ; 8,43 ; 9,80 
17;20:12; 2,55 ; 2,30 ; 2,11 ; 2,60 ; 3,73 ; 2,84 ; 2,25 ; 3,43 ; 3,77 ; 2,35 ; 4,17 ; 4,75 ; 4,51 ; 4,07 ; 2,94 ; 8,68 ; 7,06 ; 8,48 ; 9,61 
17;20:18; 2,45 ; 2,65 ; 2,06 ; 2,70 ; 3,73 ; 2,65 ; 2,79 ; 3,38 ; 3,28 ; 3,19 ; 4,17 ; 4,46 ; 4,46 ; 4,36 ; 3,04 ; 8,68 ; 7,30 ; 8,58 ; 9,66 
17;20:24; 2,70 ; 2,60 ; 2,21 ; 2,65 ; 3,68 ; 2,79 ; 2,50 ; 3,43 ; 3,19 ; 2,55 ; 4,07 ; 5,54 ; 4,17 ; 4,12 ; 2,89 ; 8,68 ; 7,30 ; 8,48 ; 9,66 
17;20:30; 2,16 ; 2,25 ; 2,06 ; 2,55 ; 3,63 ; 2,70 ; 2,60 ; 3,48 ; 3,53 ; 2,84 ; 3,82 ; 4,90 ; 4,36 ; 4,02 ; 2,70 ; 8,68 ; 7,11 ; 8,58 ; 9,66 
17;20:36; 2,84 ; 2,79 ; 1,91 ; 1,76 ; 3,38 ; 2,75 ; 2,99 ; 3,43 ; 3,14 ; 2,60 ; 3,97 ; 4,56 ; 4,26 ; 4,07 ; 2,79 ; 8,68 ; 7,21 ; 8,19 ; 9,71 
17;20:42; 2,21 ; 2,40 ; 2,75 ; 2,40 ; 3,28 ; 2,75 ; 2,30 ; 3,28 ; 3,68 ; 2,60 ; 3,87 ; 5,69 ; 4,12 ; 3,97 ; 2,99 ; 8,68 ; 7,21 ; 8,33 ; 9,75 
17;20:48; 2,75 ; 2,16 ; 1,57 ; 2,79 ; 3,48 ; 2,79 ; 2,70 ; 3,33 ; 3,68 ; 2,70 ; 4,02 ; 5,29 ; 4,07 ; 3,97 ; 2,65 ; 8,73 ; 7,06 ; 8,43 ; 9,90 
17;20:54; 2,35 ; 2,89 ; 1,72 ; 2,21 ; 3,38 ; 2,84 ; 2,75 ; 3,38 ; 3,43 ; 2,55 ; 3,92 ; 5,83 ; 4,07 ; 4,12 ; 2,65 ; 8,68 ; 7,35 ; 8,63 ; 9,71 
17;21:00; 2,16 ; 2,55 ; 1,62 ; 2,60 ; 3,33 ; 2,84 ; 2,65 ; 3,28 ; 3,09 ; 2,84 ; 4,07 ; 5,39 ; 4,07 ; 4,17 ; 2,45 ; 8,38 ; 7,25 ; 8,53 ; 9,80 
17;21:06; 2,70 ; 2,60 ; 1,91 ; 2,11 ; 3,28 ; 2,79 ; 3,24 ; 3,33 ; 3,53 ; 2,21 ; 3,97 ; 4,75 ; 4,07 ; 3,92 ; 2,79 ; 7,99 ; 7,01 ; 8,48 ; 9,66 
17;21:12; 2,11 ; 2,50 ; 1,96 ; 2,45 ; 3,28 ; 2,75 ; 2,35 ; 3,33 ; 3,58 ; 2,89 ; 4,07 ; 6,03 ; 3,97 ; 3,97 ; 3,82 ; 7,70 ; 7,30 ; 8,43 ; 9,75 
17;21:18; 2,60 ; 2,35 ; 1,86 ; 2,65 ; 3,09 ; 2,75 ; 2,94 ; 3,53 ; 3,82 ; 2,40 ; 4,02 ; 4,75 ; 3,92 ; 3,82 ; 3,14 ; 7,35 ; 7,16 ; 8,53 ; 9,66 
17;21:24; 2,60 ; 2,75 ; 2,06 ; 2,11 ; 3,24 ; 2,75 ; 2,55 ; 3,43 ; 2,94 ; 3,24 ; 4,12 ; 5,10 ; 3,92 ; 3,87 ; 3,04 ; 7,16 ; 7,21 ; 8,53 ; 9,75 
17;21:30; 2,11 ; 2,11 ; 1,81 ; 2,75 ; 3,38 ; 2,84 ; 2,70 ; 3,53 ; 3,04 ; 2,21 ; 4,12 ; 5,20 ; 3,97 ; 3,73 ; 2,55 ; 7,01 ; 7,21 ; 8,38 ; 9,80 
17;21:36; 2,70 ; 2,45 ; 1,91 ; 2,16 ; 3,63 ; 2,84 ; 3,04 ; 3,58 ; 2,84 ; 3,09 ; 3,97 ; 6,18 ; 3,97 ; 3,82 ; 2,50 ; 7,16 ; 7,30 ; 8,53 ; 9,80 
17;21:42; 2,35 ; 2,75 ; 2,50 ; 2,30 ; 3,14 ; 2,89 ; 2,21 ; 3,68 ; 3,33 ; 2,30 ; 4,02 ; 5,39 ; 3,97 ; 3,73 ; 2,40 ; 7,01 ; 7,16 ; 8,73 ; 9,75 
17;21:48; 2,25 ; 2,35 ; 2,06 ; 2,40 ; 2,94 ; 2,89 ; 2,70 ; 3,68 ; 3,24 ; 3,33 ; 3,87 ; 5,05 ; 3,92 ; 4,02 ; 2,55 ; 6,76 ; 7,35 ; 8,77 ; 9,46 
17;21:54; 2,79 ; 2,30 ; 2,06 ; 2,45 ; 2,89 ; 2,89 ; 2,55 ; 3,82 ; 3,33 ; 2,55 ; 3,92 ; 4,80 ; 3,92 ; 3,87 ; 2,75 ; 6,57 ; 7,35 ; 8,58 ; 9,85 
17;22:00; 1,96 ; 2,84 ; 1,86 ; 2,55 ; 3,48 ; 2,84 ; 2,60 ; 3,73 ; 3,19 ; 2,35 ; 3,87 ; 5,00 ; 3,97 ; 3,87 ; 2,30 ; 6,42 ; 7,21 ; 8,77 ; 9,75 
17;22:06; 2,01 ; 2,65 ; 1,91 ; 2,40 ; 3,14 ; 2,89 ; 2,55 ; 3,92 ; 3,77 ; 3,14 ; 3,82 ; 5,54 ; 4,26 ; 3,87 ; 3,24 ; 6,52 ; 7,16 ; 8,63 ; 9,75 
17;22:12; 2,35 ; 2,06 ; 1,91 ; 2,99 ; 3,19 ; 2,89 ; 2,70 ; 3,87 ; 2,60 ; 2,45 ; 3,97 ; 4,66 ; 4,22 ; 3,97 ; 3,33 ; 6,67 ; 7,16 ; 8,58 ; 9,71 
17;22:18; 2,30 ; 2,70 ; 1,81 ; 2,35 ; 3,14 ; 2,99 ; 2,40 ; 3,92 ; 3,28 ; 3,14 ; 3,92 ; 5,10 ; 4,12 ; 3,97 ; 2,84 ; 6,52 ; 7,40 ; 8,53 ; 9,61 
17;22:24; 2,16 ; 2,45 ; 2,01 ; 2,40 ; 3,43 ; 3,04 ; 2,60 ; 4,22 ; 3,09 ; 2,75 ; 4,07 ; 4,80 ; 4,22 ; 3,97 ; 2,65 ; 6,47 ; 7,30 ; 8,58 ; 9,75 
17;22:30; 2,11 ; 2,40 ; 2,84 ; 2,45 ; 3,04 ; 2,99 ; 3,04 ; 4,17 ; 3,92 ; 2,45 ; 4,17 ; 5,74 ; 4,07 ; 4,07 ; 2,70 ; 6,32 ; 7,35 ; 8,58 ; 9,56 
17;22:36; 2,21 ; 2,75 ; 1,57 ; 2,70 ; 3,19 ; 2,94 ; 2,25 ; 4,26 ; 3,38 ; 2,25 ; 3,97 ; 5,98 ; 4,17 ; 3,87 ; 3,63 ; 6,62 ; 7,40 ; 8,53 ; 9,71 
17;22:42; 2,06 ; 2,40 ; 1,47 ; 1,96 ; 3,19 ; 3,09 ; 2,45 ; 4,26 ; 3,14 ; 3,09 ; 4,12 ; 6,47 ; 3,92 ; 3,77 ; 3,38 ; 6,57 ; 7,30 ; 8,77 ; 9,51 
17;22:48; 2,01 ; 2,25 ; 1,96 ; 2,60 ; 3,14 ; 3,09 ; 2,30 ; 4,26 ; 3,04 ; 2,60 ; 4,22 ; 6,23 ; 4,17 ; 4,22 ; 2,70 ; 6,47 ; 7,25 ; 8,43 ; 9,66 
17;22:54; 1,86 ; 2,89 ; 2,55 ; 2,40 ; 3,04 ; 3,19 ; 2,84 ; 4,31 ; 4,02 ; 2,35 ; 4,02 ; 6,52 ; 3,92 ; 4,36 ; 2,75 ; 6,47 ; 7,35 ; 8,53 ; 9,75 
17;23:00; 1,86 ; 2,65 ; 2,11 ; 2,75 ; 3,38 ; 3,09 ; 2,25 ; 4,41 ; 3,48 ; 3,09 ; 4,02 ; 5,83 ; 4,02 ; 4,26 ; 2,45 ; 6,76 ; 7,21 ; 8,53 ; 9,61 
17;23:06; 1,72 ; 2,21 ; 2,89 ; 2,70 ; 3,53 ; 3,19 ; 2,89 ; 4,41 ; 3,58 ; 2,84 ; 4,17 ; 6,13 ; 4,36 ; 4,22 ; 2,40 ; 6,86 ; 7,45 ; 8,58 ; 9,51 
17;23:12; 1,86 ; 2,70 ; 1,86 ; 2,16 ; 3,38 ; 3,19 ; 2,55 ; 4,56 ; 3,48 ; 2,55 ; 4,12 ; 5,34 ; 3,92 ; 3,97 ; 3,58 ; 6,57 ; 7,21 ; 8,58 ; 9,56 
17;23:18; 1,86 ; 3,04 ; 2,21 ; 2,75 ; 3,53 ; 3,28 ; 3,14 ; 4,61 ; 3,82 ; 2,30 ; 4,07 ; 5,69 ; 4,17 ; 4,51 ; 2,89 ; 6,72 ; 7,30 ; 8,58 ; 9,56 
17;23:24; 1,91 ; 2,40 ; 2,16 ; 2,30 ; 3,43 ; 3,33 ; 2,75 ; 4,80 ; 3,43 ; 3,14 ; 4,22 ; 5,05 ; 4,07 ; 4,26 ; 2,35 ; 6,96 ; 7,30 ; 8,68 ; 9,85 
17;23:30; 2,01 ; 2,30 ; 2,35 ; 2,65 ; 3,48 ; 3,38 ; 2,50 ; 4,75 ; 3,43 ; 2,75 ; 4,22 ; 5,34 ; 4,36 ; 4,31 ; 2,60 ; 6,96 ; 7,25 ; 8,53 ; 9,46 
17;23:36; 2,06 ; 2,75 ; 2,65 ; 2,30 ; 3,73 ; 3,38 ; 2,45 ; 4,85 ; 3,09 ; 2,55 ; 4,36 ; 5,54 ; 4,17 ; 4,12 ; 3,14 ; 6,91 ; 7,40 ; 8,48 ; 9,51 
17;23:42; 1,96 ; 2,55 ; 2,70 ; 2,84 ; 3,77 ; 3,33 ; 2,99 ; 4,80 ; 3,92 ; 2,35 ; 4,36 ; 5,34 ; 4,46 ; 4,36 ; 2,60 ; 7,01 ; 7,06 ; 8,63 ; 9,51 
17;23:48; 2,06 ; 2,16 ; 2,21 ; 2,11 ; 3,77 ; 3,48 ; 2,60 ; 4,85 ; 3,87 ; 3,28 ; 4,31 ; 6,47 ; 4,26 ; 4,71 ; 2,11 ; 7,21 ; 7,35 ; 8,63 ; 9,66 
17;23:54; 2,21 ; 2,94 ; 2,25 ; 2,84 ; 3,43 ; 3,58 ; 2,99 ; 4,95 ; 3,58 ; 2,89 ; 4,46 ; 6,32 ; 4,36 ; 4,66 ; 2,99 ; 7,35 ; 7,25 ; 8,38 ; 9,75 
18;00:00; 2,25 ; 2,94 ; 2,60 ; 2,21 ; 3,68 ; 3,63 ; 2,75 ; 4,90 ; 3,53 ; 2,60 ; 4,56 ; 6,42 ; 4,46 ; 4,56 ; 3,09 ; 7,50 ; 7,16 ; 8,68 ; 9,66 
18;00:06; 2,25 ; 2,21 ; 1,91 ; 2,65 ; 3,82 ; 3,68 ; 2,99 ; 4,90 ; 3,97 ; 2,45 ; 4,61 ; 6,81 ; 4,75 ; 4,85 ; 2,45 ; 7,65 ; 7,16 ; 8,63 ; 9,56 
18;00:12; 2,30 ; 2,94 ; 3,19 ; 2,60 ; 3,97 ; 3,77 ; 2,65 ; 4,90 ; 3,68 ; 2,35 ; 4,66 ; 5,49 ; 4,66 ; 4,80 ; 2,50 ; 7,45 ; 7,11 ; 8,68 ; 9,66 
18;00:18; 2,35 ; 2,79 ; 1,91 ; 2,70 ; 3,82 ; 3,68 ; 3,43 ; 5,00 ; 3,87 ; 2,35 ; 4,66 ; 6,72 ; 4,56 ; 4,90 ; 3,53 ; 7,45 ; 7,11 ; 8,82 ; 9,51 
18;00:24; 2,84 ; 2,30 ; 1,86 ; 2,45 ; 3,82 ; 3,63 ; 2,84 ; 5,10 ; 3,87 ; 3,04 ; 4,51 ; 6,23 ; 4,71 ; 4,75 ; 2,65 ; 7,50 ; 7,11 ; 8,63 ; 9,71 
18;00:30; 2,01 ; 2,79 ; 2,30 ; 2,79 ; 4,12 ; 3,77 ; 2,30 ; 5,25 ; 3,87 ; 2,70 ; 4,61 ; 6,57 ; 4,80 ; 4,66 ; 2,21 ; 7,60 ; 7,21 ; 8,48 ; 9,61 
18;00:36; 2,25 ; 2,50 ; 3,63 ; 2,21 ; 3,97 ; 3,77 ; 2,79 ; 5,10 ; 3,77 ; 2,75 ; 4,61 ; 5,10 ; 4,80 ; 4,71 ; 2,89 ; 7,70 ; 7,30 ; 8,48 ; 9,56 
18;00:42; 2,55 ; 2,21 ; 1,72 ; 2,79 ; 3,92 ; 3,82 ; 2,70 ; 5,15 ; 3,77 ; 2,79 ; 4,71 ; 5,39 ; 4,85 ; 4,95 ; 2,94 ; 7,79 ; 7,16 ; 8,43 ; 9,90 
18;00:48; 2,50 ; 2,70 ; 2,25 ; 2,50 ; 3,87 ; 3,92 ; 2,55 ; 5,20 ; 4,02 ; 2,75 ; 4,71 ; 5,69 ; 4,85 ; 4,85 ; 2,50 ; 7,84 ; 7,16 ; 8,68 ; 9,66 
18;00:54; 2,21 ; 2,89 ; 2,89 ; 2,99 ; 4,26 ; 4,02 ; 3,09 ; 5,29 ; 4,07 ; 2,65 ; 4,66 ; 6,13 ; 5,00 ; 5,10 ; 3,19 ; 7,94 ; 7,11 ; 8,63 ; 9,90 
18;01:00; 2,75 ; 2,60 ; 2,06 ; 2,40 ; 4,26 ; 4,07 ; 2,89 ; 5,34 ; 3,82 ; 2,75 ; 5,00 ; 5,69 ; 5,20 ; 5,00 ; 2,55 ; 7,99 ; 7,30 ; 8,63 ; 9,71 
18;01:06; 2,25 ; 2,40 ; 2,79 ; 2,60 ; 4,17 ; 4,22 ; 2,79 ; 5,20 ; 3,92 ; 2,60 ; 4,85 ; 5,88 ; 5,10 ; 4,66 ; 2,75 ; 8,04 ; 7,25 ; 8,77 ; 9,80 
18;01:12; 2,35 ; 3,04 ; 1,91 ; 2,21 ; 4,22 ; 4,17 ; 2,70 ; 5,29 ; 4,31 ; 2,79 ; 4,90 ; 5,74 ; 4,95 ; 5,00 ; 3,38 ; 8,09 ; 7,11 ; 8,77 ; 9,46 
18;01:18; 2,79 ; 2,70 ; 2,60 ; 2,70 ; 4,12 ; 4,26 ; 2,55 ; 5,29 ; 3,97 ; 2,84 ; 4,85 ; 6,03 ; 5,34 ; 4,71 ; 2,84 ; 8,09 ; 7,21 ; 8,73 ; 9,75 
18;01:24; 2,30 ; 2,35 ; 2,16 ; 2,16 ; 4,26 ; 4,36 ; 2,79 ; 5,59 ; 4,66 ; 2,89 ; 4,90 ; 6,23 ; 5,15 ; 5,10 ; 2,30 ; 7,89 ; 7,21 ; 8,73 ; 9,90 
18;01:30; 2,70 ; 2,79 ; 3,24 ; 2,70 ; 4,22 ; 4,36 ; 2,70 ; 5,64 ; 4,02 ; 2,75 ; 4,90 ; 5,88 ; 5,25 ; 5,00 ; 2,99 ; 7,70 ; 7,11 ; 8,58 ; 9,61 
18;01:36; 2,55 ; 2,89 ; 2,25 ; 2,89 ; 3,73 ; 4,31 ; 2,35 ; 5,54 ; 3,82 ; 2,99 ; 5,00 ; 6,47 ; 5,34 ; 5,20 ; 3,09 ; 7,75 ; 7,25 ; 8,43 ; 9,56 
18;01:42; 2,35 ; 2,79 ; 2,70 ; 2,16 ; 3,82 ; 4,46 ; 3,28 ; 5,74 ; 4,31 ; 2,89 ; 4,95 ; 6,57 ; 5,39 ; 5,20 ; 2,50 ; 7,75 ; 7,30 ; 8,48 ; 9,51 
18;01:48; 2,99 ; 2,65 ; 2,06 ; 2,89 ; 4,22 ; 4,51 ; 2,94 ; 5,64 ; 4,02 ; 2,99 ; 5,10 ; 6,32 ; 5,49 ; 5,00 ; 2,25 ; 7,50 ; 7,45 ; 8,82 ; 9,75 
18;01:54; 2,16 ; 2,55 ; 2,55 ; 2,65 ; 3,97 ; 4,66 ; 2,65 ; 5,64 ; 3,97 ; 3,04 ; 5,10 ; 6,62 ; 5,49 ; 5,15 ; 2,89 ; 7,30 ; 7,40 ; 8,58 ; 9,85 
18;02:00; 3,14 ; 2,65 ; 2,89 ; 2,75 ; 4,12 ; 4,75 ; 2,75 ; 5,74 ; 4,51 ; 2,99 ; 5,10 ; 6,62 ; 5,59 ; 5,29 ; 3,24 ; 7,30 ; 7,25 ; 8,73 ; 9,95 
18;02:06; 2,50 ; 2,55 ; 1,91 ; 2,65 ; 4,17 ; 4,71 ; 2,84 ; 5,78 ; 4,26 ; 3,04 ; 5,05 ; 6,03 ; 5,64 ; 5,29 ; 2,55 ; 7,21 ; 7,11 ; 8,63 ; 9,71 
18;02:12; 2,35 ; 2,75 ; 2,75 ; 2,25 ; 4,31 ; 4,85 ; 3,04 ; 5,74 ; 3,82 ; 3,14 ; 5,05 ; 6,08 ; 5,78 ; 5,29 ; 2,50 ; 6,91 ; 7,45 ; 8,68 ; 9,75 
18;02:18; 3,09 ; 2,99 ; 2,21 ; 3,09 ; 4,26 ; 4,90 ; 2,60 ; 5,74 ; 4,22 ; 3,14 ; 5,20 ; 6,57 ; 5,78 ; 5,15 ; 3,53 ; 6,67 ; 7,25 ; 8,82 ; 9,75 
18;02:24; 2,75 ; 2,94 ; 3,04 ; 2,65 ; 4,46 ; 4,85 ; 2,65 ; 5,59 ; 4,02 ; 3,09 ; 5,44 ; 7,11 ; 5,83 ; 5,49 ; 2,94 ; 6,86 ; 7,50 ; 8,77 ; 9,75 
18;02:30; 2,65 ; 2,65 ; 2,06 ; 2,65 ; 4,36 ; 4,85 ; 2,79 ; 5,64 ; 4,22 ; 3,19 ; 5,25 ; 6,86 ; 5,98 ; 5,59 ; 2,55 ; 6,72 ; 7,30 ; 8,82 ; 9,75 
18;02:36; 2,84 ; 2,60 ; 3,38 ; 2,25 ; 4,46 ; 4,95 ; 2,79 ; 5,78 ; 4,17 ; 3,24 ; 5,15 ; 6,23 ; 6,03 ; 5,59 ; 2,99 ; 6,42 ; 7,25 ; 8,92 ; 9,71 
18;02:42; 2,25 ; 2,84 ; 1,96 ; 2,94 ; 4,46 ; 5,00 ; 2,60 ; 5,83 ; 4,71 ; 3,24 ; 5,29 ; 6,27 ; 6,18 ; 5,44 ; 3,38 ; 6,57 ; 7,40 ; 8,77 ; 9,80 
18;02:48; 3,09 ; 2,84 ; 2,79 ; 2,40 ; 4,56 ; 5,10 ; 2,89 ; 5,83 ; 4,36 ; 3,24 ; 5,54 ; 6,62 ; 6,18 ; 5,44 ; 2,94 ; 6,52 ; 7,45 ; 8,87 ; 9,66 
18;02:54; 3,09 ; 2,89 ; 2,50 ; 2,55 ; 4,85 ; 5,20 ; 2,89 ; 5,78 ; 4,61 ; 3,28 ; 5,34 ; 6,27 ; 6,37 ; 5,74 ; 3,14 ; 6,27 ; 7,35 ; 8,87 ; 10,00 
18;03:00; 2,55 ; 2,79 ; 2,60 ; 2,50 ; 4,66 ; 5,05 ; 2,75 ; 5,83 ; 3,58 ; 3,43 ; 5,54 ; 7,21 ; 6,52 ; 5,44 ; 2,84 ; 6,37 ; 7,50 ; 8,92 ; 9,66 
18;03:06; 2,65 ; 2,94 ; 2,55 ; 2,60 ; 4,26 ; 5,20 ; 3,09 ; 5,93 ; 3,97 ; 3,38 ; 5,34 ; 6,57 ; 6,47 ; 5,59 ; 2,75 ; 6,57 ; 7,55 ; 9,07 ; 9,66 
18;03:12; 2,50 ; 2,84 ; 2,50 ; 2,30 ; 4,75 ; 5,25 ; 2,84 ; 5,78 ; 4,56 ; 3,43 ; 5,25 ; 6,81 ; 6,52 ; 5,74 ; 2,75 ; 6,32 ; 7,50 ; 9,02 ; 9,56 
18;03:18; 2,75 ; 3,14 ; 2,84 ; 3,19 ; 4,66 ; 5,25 ; 2,89 ; 5,88 ; 4,51 ; 3,58 ; 5,54 ; 7,35 ; 6,86 ; 5,69 ; 2,55 ; 6,42 ; 7,55 ; 9,12 ; 9,75 
18;03:24; 2,65 ; 3,09 ; 2,21 ; 2,30 ; 4,90 ; 5,25 ; 2,94 ; 5,78 ; 4,36 ; 3,48 ; 5,44 ; 6,96 ; 6,81 ; 5,54 ; 2,84 ; 6,57 ; 7,45 ; 9,17 ; 9,66 
18;03:30; 2,55 ; 3,19 ; 2,89 ; 3,04 ; 4,95 ; 5,29 ; 3,14 ; 5,78 ; 4,36 ; 3,48 ; 5,59 ; 7,35 ; 6,76 ; 5,78 ; 2,50 ; 6,42 ; 7,25 ; 9,02 ; 9,75 
18;03:36; 2,89 ; 3,33 ; 2,11 ; 3,09 ; 4,66 ; 5,34 ; 2,94 ; 5,93 ; 4,46 ; 3,58 ; 5,69 ; 7,35 ; 6,81 ; 5,78 ; 2,99 ; 6,27 ; 7,35 ; 9,26 ; 9,71 
18;03:42; 2,75 ; 3,33 ; 2,94 ; 2,65 ; 4,95 ; 5,34 ; 3,19 ; 5,78 ; 4,90 ; 3,58 ; 5,74 ; 7,35 ; 6,96 ; 5,93 ; 3,38 ; 6,52 ; 7,40 ; 9,26 ; 9,80 
18;03:48; 2,40 ; 3,43 ; 2,55 ; 2,65 ; 4,95 ; 5,39 ; 3,14 ; 5,78 ; 4,46 ; 3,87 ; 5,83 ; 7,65 ; 7,11 ; 6,03 ; 3,14 ; 6,52 ; 7,50 ; 9,22 ; 9,71 
18;03:54; 2,55 ; 3,58 ; 2,30 ; 2,50 ; 5,25 ; 5,44 ; 3,09 ; 5,83 ; 4,46 ; 3,87 ; 5,83 ; 7,55 ; 6,91 ; 5,64 ; 3,28 ; 6,32 ; 7,30 ; 9,26 ; 9,71 
18;04:00; 2,79 ; 3,48 ; 2,75 ; 2,35 ; 5,15 ; 5,44 ; 3,28 ; 5,93 ; 4,61 ; 3,92 ; 5,78 ; 7,55 ; 6,96 ; 5,54 ; 3,24 ; 6,42 ; 7,50 ; 9,22 ; 9,51 
18;04:06; 2,89 ; 3,48 ; 2,30 ; 2,94 ; 4,95 ; 5,59 ; 3,19 ; 5,93 ; 4,75 ; 3,97 ; 6,03 ; 7,60 ; 7,11 ; 6,03 ; 2,99 ; 6,52 ; 7,45 ; 9,07 ; 9,71 
18;04:12; 2,89 ; 3,38 ; 2,94 ; 3,14 ; 5,29 ; 5,39 ; 3,28 ; 5,93 ; 4,66 ; 4,07 ; 5,88 ; 7,30 ; 6,96 ; 5,78 ; 2,99 ; 6,37 ; 7,50 ; 9,12 ; 9,75 
18;04:18; 2,84 ; 3,63 ; 2,30 ; 2,65 ; 5,00 ; 5,44 ; 3,14 ; 5,88 ; 4,56 ; 3,92 ; 6,08 ; 7,55 ; 7,06 ; 5,74 ; 2,75 ; 6,32 ; 7,55 ; 9,17 ; 9,71 
18;04:24; 2,75 ; 3,73 ; 2,55 ; 2,84 ; 5,00 ; 5,54 ; 3,28 ; 5,83 ; 4,56 ; 3,97 ; 6,03 ; 7,11 ; 7,16 ; 5,93 ; 3,43 ; 6,57 ; 7,50 ; 9,22 ; 9,85 
18;04:30; 2,99 ; 3,63 ; 2,40 ; 3,14 ; 4,80 ; 5,64 ; 3,28 ; 5,83 ; 4,71 ; 4,17 ; 6,08 ; 7,40 ; 7,25 ; 5,88 ; 3,09 ; 6,37 ; 7,50 ; 9,22 ; 9,66 
18;04:36; 3,48 ; 3,97 ; 2,89 ; 2,94 ; 5,00 ; 5,64 ; 3,33 ; 6,03 ; 4,51 ; 4,22 ; 6,03 ; 7,60 ; 7,30 ; 5,83 ; 3,33 ; 6,32 ; 7,35 ; 9,31 ; 9,71 
18;04:42; 3,38 ; 3,92 ; 2,25 ; 2,84 ; 4,90 ; 5,64 ; 3,48 ; 5,93 ; 4,51 ; 4,22 ; 6,27 ; 7,60 ; 7,30 ; 6,08 ; 3,53 ; 6,47 ; 7,50 ; 9,12 ; 9,75 
18;04:48; 3,68 ; 4,02 ; 3,38 ; 2,65 ; 5,20 ; 5,69 ; 3,24 ; 6,03 ; 5,00 ; 4,41 ; 6,32 ; 7,60 ; 7,65 ; 6,18 ; 3,53 ; 6,57 ; 7,50 ; 9,12 ; 9,66 
18;04:54; 3,73 ; 4,07 ; 2,16 ; 2,75 ; 4,95 ; 5,59 ; 3,53 ; 6,08 ; 4,66 ; 4,36 ; 6,42 ; 7,16 ; 7,45 ; 6,13 ; 3,48 ; 6,37 ; 7,50 ; 9,41 ; 9,75 
18;05:00; 3,58 ; 4,22 ; 3,14 ; 3,63 ; 5,00 ; 5,69 ; 3,43 ; 6,23 ; 4,90 ; 4,51 ; 6,42 ; 8,04 ; 7,45 ; 6,03 ; 3,48 ; 6,47 ; 7,55 ; 9,26 ; 9,56 
18;05:06; 3,58 ; 4,07 ; 2,21 ; 3,14 ; 5,15 ; 5,69 ; 3,48 ; 6,27 ; 4,80 ; 4,46 ; 6,27 ; 8,14 ; 7,45 ; 5,93 ; 3,43 ; 6,62 ; 7,50 ; 9,26 ; 9,80 
